Demand;OSNR;
2140;19.6
2141;20.61
2142;19.94
2143;23.75
2144;21.38
2145;22.42
2146;21.45
2147;18.84
2148;18.37
2149;19.54
2150;19.0
2151;20.78
2152;20.08
2153;21.23
2154;20.47
2155;25.1
2156;18.38
2157;17.95
2158;19.0
2159;18.52
2160;20.09
2161;19.49
2162;20.48
2163;19.83
2164;23.92
2165;19.29
2166;16.77
2167;17.64
2168;19.94
2169;22.8
2170;18.33
2171;16.19
2172;16.95
2173;18.85
2174;17.55
2175;15.69
2176;16.36
2177;17.99
2178;20.96
2179;16.8
2180;15.18
2181;15.77
2182;17.16
2183;16.23
2184;14.77
2185;15.31
2186;16.55
2187;22.66
2188;18.08
2189;16.04
2190;16.77
2191;18.57
2192;20.48
2193;17.33
2194;15.54
2195;16.19
2196;17.74
2197;16.7
2198;15.1
2199;15.69
2200;17.05
2201;16.06
2202;14.64
2203;15.17
2204;16.37
2205;15.57
2206;14.28
2207;14.76
2208;15.85
2209;18.78
2210;16.47
2211;17.27
2212;19.35
2213;21.74
2214;17.91
2215;15.93
2216;16.63
2217;18.38
2218;17.2
2219;15.45
2220;16.09
2221;17.59
2222;20.23
2223;17.41
2224;15.6
2225;16.25
2226;17.83
2227;17.34
2228;16.71
2229;16.77
2230;15.15
2231;15.74
2232;17.13
2233;16.7
2234;16.15
2235;17.04
2236;15.34
2237;15.96
2238;17.43
2239;18.83
2240;17.98
2241;22.29
2242;16.91
2243;17.81
2244;19.55
2245;20.24
2246;20.56
2247;19.35
2248;16.34
2249;17.12
2250;18.56
2251;19.11
2252;18.27
2253;17.5
2254;16.87
2255;17.76
2256;19.48
2257;20.16
2258;19.36
2259;18.39
2260;17.6
2261;16.84
2262;16.26
2263;20.16
2264;16.16
2265;16.91
2266;18.28
2267;18.79
2268;19.02
2269;18.13
2270;17.28
2271;16.65
2272;21.33
2273;16.6
2274;17.43
2275;19.0
2276;19.61
2277;19.89
2278;18.83
2279;16.06
2280;16.79
2281;18.12
2282;18.62
2283;19.14
2284;18.22
2285;18.61
2286;15.45
2287;16.08
2288;17.2
2289;17.59
2290;15.02
2291;15.6
2292;16.59
2293;16.93
2294;20.25
2295;21.22
2296;24.05
2297;19.32
2298;20.1
2299;20.38
2300;21.38
2301;21.84
2302;19.48
2303;20.29
2304;22.43
2305;19.62
2306;20.45
2307;22.69
2308;18.79
2309;19.48
2310;19.07
2311;19.8
2312;21.67
2313;18.33
2314;18.95
2315;19.74
2316;20.6
2317;20.99
2318;18.95
2319;19.67
2320;21.47
2321;18.51
2322;19.16
2323;20.73
2324;17.85
2325;18.41
2326;18.08
2327;18.66
2328;20.04
2329;17.47
2330;17.98
2331;20.33
2332;21.33
2333;21.78
2334;19.44
2335;20.24
2336;22.36
2337;19.08
2338;19.81
2339;21.68
2340;18.58
2341;19.23
2342;20.83
2343;18.13
2344;18.72
2345;20.13
2346;17.67
2347;18.21
2348;19.44
2349;17.31
2350;17.8
2351;18.91
2352;19.45
2353;20.25
2354;22.36
2355;18.65
2356;19.32
2357;19.55
2358;20.37
2359;20.74
2360;18.79
2361;19.48
2362;21.19
2363;18.91
2364;19.61
2365;21.39
2366;18.19
2367;18.79
2368;18.43
2369;19.07
2370;20.6
2371;17.79
2372;18.33
2373;17.95
2374;18.51
2375;19.84
2376;17.36
2377;17.85
2378;17.56
2379;18.07
2380;19.27
2381;17.01
2382;17.47
2383;19.92
2384;20.81
2385;23.31
2386;19.05
2387;19.77
2388;20.03
2389;20.96
2390;21.38
2391;19.19
2392;19.95
2393;21.9
2394;19.32
2395;20.1
2396;22.13
2397;18.55
2398;19.2
2399;18.81
2400;19.5
2401;21.22
2402;18.11
2403;18.7
2404;19.44
2405;20.25
2406;20.6
2407;18.7
2408;19.37
2409;21.04
2410;18.97
2411;19.68
2412;21.49
2413;18.25
2414;18.85
2415;17.96
2416;18.53
2417;17.57
2418;18.09
2419;18.49
2420;19.13
2421;20.69
2422;17.83
2423;18.38
2424;17.57
2425;18.09
2426;17.21
2427;17.69
2428;18.7
2429;19.37
2430;21.03
2431;18.01
2432;18.59
2433;18.78
2434;19.47
2435;19.77
2436;18.13
2437;18.72
2438;20.13
2439;18.33
2440;18.95
2441;19.21
2442;17.73
2443;18.27
2444;19.53
2445;20.58
2446;17.46
2447;18.48
2448;18.81
2449;20.84
2450;19.09
2451;16.65
2452;17.49
2453;19.33
2454;16.79
2455;17.67
2456;17.94
2457;18.38
2458;16.23
2459;16.99
2460;17.22
2461;19.57
2462;18.19
2463;16.1
2464;16.84
2465;17.49
2466;15.65
2467;16.32
2468;16.52
2469;16.84
2470;15.2
2471;15.8
2472;15.98
2473;20.75
2474;19.03
2475;16.61
2476;17.45
2477;18.39
2478;16.23
2479;17.0
2480;17.59
2481;15.72
2482;16.39
2483;16.92
2484;15.26
2485;15.87
2486;16.26
2487;14.79
2488;15.33
2489;15.75
2490;14.41
2491;14.91
2492;19.03
2493;16.62
2494;17.45
2495;17.71
2496;19.22
2497;17.93
2498;15.94
2499;16.65
2500;18.12
2501;16.06
2502;16.79
2503;17.01
2504;17.37
2505;15.57
2506;16.22
2507;16.42
2508;16.65
2509;15.06
2510;15.65
2511;15.82
2512;16.09
2513;14.67
2514;15.2
2515;15.36
2516;19.9
2517;17.11
2518;18.05
2519;18.34
2520;20.13
2521;18.59
2522;16.36
2523;17.14
2524;18.81
2525;16.49
2526;17.3
2527;17.55
2528;17.96
2529;15.96
2530;16.67
2531;16.89
2532;19.03
2533;17.78
2534;15.84
2535;16.54
2536;18.21
2537;16.12
2538;16.86
2539;17.09
2540;16.67
2541;16.12
2542;17.45
2543;15.62
2544;16.29
2545;16.48
2546;16.11
2547;15.63
2548;17.78
2549;15.84
2550;16.53
2551;16.74
2552;17.92
2553;16.92
2554;15.26
2555;15.86
2556;17.21
2557;16.34
2558;14.85
2559;15.4
2560;20.68
2561;21.76
2562;23.19
2563;19.67
2564;20.51
2565;20.82
2566;21.94
2567;21.3
2568;19.84
2569;20.72
2570;21.81
2571;19.99
2572;20.9
2573;22.04
2574;19.1
2575;19.84
2576;19.4
2577;20.19
2578;21.15
2579;18.61
2580;19.27
2581;20.12
2582;21.07
2583;20.53
2584;19.27
2585;20.04
2586;20.96
2587;18.8
2588;19.49
2589;20.3
2590;18.11
2591;18.69
2592;18.34
2593;18.96
2594;19.67
2595;17.7
2596;18.24
2597;20.77
2598;21.88
2599;21.25
2600;19.8
2601;20.67
2602;21.75
2603;19.4
2604;20.2
2605;21.16
2606;18.87
2607;19.57
2608;20.39
2609;18.4
2610;19.03
2611;19.75
2612;17.92
2613;18.48
2614;19.11
2615;17.53
2616;18.04
2617;18.62
2618;19.8
2619;20.67
2620;21.75
2621;18.95
2622;19.66
2623;19.91
2624;20.81
2625;20.3
2626;19.1
2627;19.83
2628;20.71
2629;19.22
2630;19.98
2631;20.89
2632;18.46
2633;19.1
2634;18.72
2635;19.39
2636;20.18
2637;18.03
2638;18.61
2639;18.2
2640;18.8
2641;19.48
2642;17.58
2643;18.1
2644;17.79
2645;18.34
2646;18.95
2647;17.22
2648;17.7
2649;20.31
2650;21.3
2651;22.57
2652;19.37
2653;20.16
2654;20.44
2655;21.46
2656;20.88
2657;19.53
2658;20.35
2659;21.35
2660;19.67
2661;20.51
2662;21.55
2663;18.84
2664;19.53
2665;19.12
2666;19.86
2667;20.74
2668;18.38
2669;19.0
2670;19.8
2671;20.67
2672;20.18
2673;19.0
2674;19.72
2675;20.58
2676;19.29
2677;20.06
2678;20.98
2679;18.52
2680;19.16
2681;18.22
2682;18.82
2683;17.81
2684;18.36
2685;18.78
2686;19.46
2687;20.26
2688;18.08
2689;18.66
2690;17.81
2691;18.35
2692;17.43
2693;17.94
2694;19.0
2695;19.72
2696;20.57
2697;18.27
2698;18.88
2699;19.09
2700;19.83
2701;19.41
2702;18.4
2703;19.02
2704;19.75
2705;18.61
2706;19.26
2707;18.9
2708;17.98
2709;18.54
2710;19.19
2711;19.47
2712;20.71
2713;20.61
2714;18.34
2715;19.28
2716;19.62
2717;20.92
2718;18.98
2719;18.53
2720;19.51
2721;19.43
2722;18.69
2723;19.71
2724;19.63
2725;17.72
2726;18.53
2727;18.04
2728;18.92
2729;18.85
2730;17.19
2731;17.91
2732;18.85
2733;19.91
2734;18.3
2735;17.91
2736;18.75
2737;18.68
2738;17.4
2739;18.15
2740;18.08
2741;16.65
2742;17.28
2743;16.9
2744;17.57
2745;17.51
2746;16.22
2747;16.79
2748;19.57
2749;20.85
2750;18.93
2751;18.49
2752;19.46
2753;19.38
2754;18.05
2755;18.93
2756;18.85
2757;17.47
2758;18.23
2759;18.17
2760;16.97
2761;17.64
2762;17.59
2763;16.45
2764;17.05
2765;17.0
2766;16.04
2767;16.58
2768;16.54
2769;18.49
2770;19.46
2771;19.38
2772;17.56
2773;18.33
2774;18.61
2775;19.62
2776;18.09
2777;17.72
2778;18.52
2779;18.46
2780;17.85
2781;18.69
2782;18.62
2783;17.03
2784;17.72
2785;17.31
2786;18.04
2787;17.98
2788;16.57
2789;17.19
2790;16.75
2791;17.39
2792;17.34
2793;16.09
2794;16.65
2795;16.31
2796;16.9
2797;16.85
2798;15.71
2799;16.22
2800;19.06
2801;20.18
2802;20.08
2803;18.02
2804;18.88
2805;19.2
2806;20.36
2807;18.61
2808;18.19
2809;19.1
2810;19.02
2811;18.34
2812;19.28
2813;19.2
2814;17.44
2815;18.19
2816;17.74
2817;18.55
2818;18.48
2819;16.94
2820;17.61
2821;18.49
2822;19.46
2823;17.98
2824;17.61
2825;18.4
2826;18.33
2827;17.92
2828;18.77
2829;18.7
2830;17.09
2831;17.79
2832;16.77
2833;17.41
2834;16.34
2835;16.92
2836;17.37
2837;18.11
2838;18.05
2839;16.62
2840;17.25
2841;16.33
2842;16.92
2843;15.94
2844;16.47
2845;17.61
2846;18.39
2847;18.33
2848;16.83
2849;17.48
2850;17.71
2851;18.52
2852;17.28
2853;16.96
2854;17.64
2855;17.58
2856;17.19
2857;17.9
2858;16.8
2859;16.51
2860;17.12
2861;17.07
2862;19.99
2863;20.09
2864;20.0
2865;18.5
2866;18.74
2867;18.82
2868;20.17
2869;20.27
2870;18.55
2871;18.95
2872;19.03
2873;18.96
2874;17.73
2875;19.13
2876;19.22
2877;19.14
2878;17.86
2879;18.08
2880;18.14
2881;18.42
2882;18.5
2883;18.43
2884;17.32
2885;17.51
2886;17.56
2887;19.3
2888;19.39
2889;17.93
2890;18.28
2891;18.34
2892;18.28
2893;17.2
2894;17.73
2895;17.79
2896;17.73
2897;16.76
2898;16.93
2899;16.98
2900;17.19
2901;17.25
2902;17.2
2903;16.32
2904;16.48
2905;16.52
2906;20.11
2907;20.21
2908;18.51
2909;18.91
2910;18.99
2911;18.91
2912;17.69
2913;18.43
2914;18.5
2915;18.44
2916;17.32
2917;17.8
2918;17.87
2919;17.81
2920;16.82
2921;17.26
2922;17.32
2923;17.27
2924;16.38
2925;16.71
2926;16.76
2927;16.71
2928;15.92
2929;16.28
2930;16.32
2931;16.28
2932;15.55
2933;18.91
2934;18.99
2935;18.92
2936;17.69
2937;17.9
2938;17.96
2939;19.05
2940;19.13
2941;17.74
2942;18.07
2943;18.13
2944;18.07
2945;17.04
2946;18.22
2947;18.28
2948;18.22
2949;17.15
2950;17.34
2951;17.39
2952;17.63
2953;17.69
2954;17.63
2955;16.68
2956;16.85
2957;16.9
2958;17.04
2959;17.09
2960;17.04
2961;16.19
2962;16.34
2963;16.38
2964;16.57
2965;16.62
2966;16.57
2967;15.8
2968;15.94
2969;15.98
2970;19.54
2971;19.63
2972;19.54
2973;18.17
2974;18.39
2975;18.46
2976;19.69
2977;19.79
2978;18.21
2979;18.58
2980;18.66
2981;18.59
2982;17.44
2983;18.75
2984;18.83
2985;18.76
2986;17.57
2987;17.77
2988;17.83
2989;18.09
2990;18.16
2991;18.1
2992;17.06
2993;17.24
2994;17.29
2995;18.91
2996;18.99
2997;17.63
2998;17.96
2999;18.02
3000;17.96
3001;16.95
3002;18.29
3003;18.36
3004;18.3
3005;17.21
3006;17.4
3007;17.45
3008;17.05
3009;17.11
3010;16.59
3011;16.64
3012;17.7
3013;17.76
3014;17.7
3015;16.73
3016;16.9
3017;16.95
3018;16.59
3019;16.64
3020;16.17
3021;16.22
3022;17.95
3023;18.02
3024;17.96
3025;16.94
3026;17.12
3027;17.17
3028;18.06
3029;18.13
3030;16.98
3031;17.26
3032;17.31
3033;17.26
3034;16.38
3035;17.5
3036;17.56
3037;16.53
3038;16.78
3039;16.83
3040;16.78
3041;15.98
3042;22.66
3043;21.09
3044;21.01
3045;20.9
3046;21.18
3047;19.99
3048;22.88
3049;21.24
3050;19.75
3051;21.42
3052;20.17
3053;20.11
3054;20.02
3055;21.63
3056;20.33
3057;20.27
3058;20.17
3059;20.41
3060;19.39
3061;20.81
3062;19.7
3063;19.64
3064;19.56
3065;19.77
3066;18.87
3067;21.83
3068;20.48
3069;19.19
3070;20.64
3071;19.57
3072;19.51
3073;19.43
3074;20.02
3075;19.07
3076;19.02
3077;18.94
3078;19.13
3079;18.33
3080;19.42
3081;18.58
3082;18.53
3083;18.47
3084;18.64
3085;17.91
3086;22.81
3087;21.19
3088;19.71
3089;21.37
3090;20.13
3091;20.07
3092;19.98
3093;20.82
3094;19.71
3095;19.65
3096;19.57
3097;20.1
3098;19.14
3099;19.09
3100;19.01
3101;19.5
3102;18.64
3103;18.6
3104;18.53
3105;18.89
3106;18.13
3107;18.09
3108;18.03
3109;18.42
3110;17.73
3111;17.69
3112;17.64
3113;21.37
3114;20.13
3115;20.07
3116;19.98
3117;20.21
3118;19.23
3119;21.53
3120;20.26
3121;19.02
3122;20.4
3123;19.38
3124;19.33
3125;19.25
3126;20.57
3127;19.51
3128;19.46
3129;19.38
3130;19.58
3131;18.71
3132;19.91
3133;18.98
3134;18.93
3135;18.86
3136;19.04
3137;18.26
3138;19.25
3139;18.43
3140;18.39
3141;18.33
3142;18.49
3143;17.79
3144;18.74
3145;18.0
3146;17.96
3147;17.9
3148;18.05
3149;17.41
3150;22.11
3151;20.69
3152;20.62
3153;20.51
3154;20.77
3155;19.67
3156;22.3
3157;20.83
3158;19.45
3159;20.99
3160;19.84
3161;19.79
3162;19.7
3163;21.18
3164;19.99
3165;19.93
3166;19.84
3167;20.07
3168;19.11
3169;20.43
3170;19.4
3171;19.35
3172;19.27
3173;19.47
3174;18.62
3175;21.37
3176;20.13
3177;18.93
3178;20.28
3179;19.28
3180;19.22
3181;19.15
3182;20.66
3183;19.58
3184;19.53
3185;19.44
3186;19.65
3187;18.77
3188;19.27
3189;18.45
3190;18.76
3191;18.02
3192;19.98
3193;19.04
3194;18.99
3195;18.92
3196;19.1
3197;18.31
3198;18.76
3199;18.02
3200;18.31
3201;17.63
3202;20.27
3203;19.27
3204;19.22
3205;19.14
3206;19.34
3207;18.51
3208;20.4
3209;19.38
3210;18.33
3211;19.5
3212;18.64
3213;18.59
3214;18.53
3215;19.76
3216;18.86
3217;17.92
3218;18.97
3219;18.2
3220;18.15
3221;18.09
3222;18.65
3223;16.39
3224;17.18
3225;19.2
3226;21.49
3227;17.8
3228;15.86
3229;16.55
3230;18.26
3231;17.11
3232;15.39
3233;16.01
3234;17.49
3235;22.87
3236;21.15
3237;17.91
3238;15.93
3239;16.64
3240;18.38
3241;20.19
3242;17.19
3243;15.44
3244;16.08
3245;17.58
3246;16.57
3247;15.01
3248;15.59
3249;16.92
3250;21.18
3251;23.0
3252;16.53
3253;16.05
3254;17.31
3255;14.99
3256;14.64
3257;15.53
3258;15.56
3259;15.16
3260;16.18
3261;16.87
3262;16.36
3263;17.72
3264;17.24
3265;17.72
3266;17.11
3267;16.0
3268;15.56
3269;16.68
3270;14.6
3271;14.27
3272;15.09
3273;15.12
3274;14.76
3275;15.68
3276;16.3
3277;15.84
3278;17.04
3279;16.62
3280;17.04
3281;16.5
3282;16.95
3283;15.28
3284;15.89
3285;17.33
3286;18.69
3287;19.37
3288;18.51
3289;26.93
3290;23.5
3291;15.35
3292;14.93
3293;15.83
3294;15.98
3295;15.49
3296;16.53
3297;17.06
3298;16.46
3299;17.77
3300;17.44
3301;16.79
3302;18.22
3303;19.95
3304;20.87
3305;17.22
3306;16.61
3307;16.12
3308;15.47
3309;15.04
3310;14.69
3311;16.11
3312;15.62
3313;15.22
3314;17.62
3315;16.96
3316;16.43
3317;18.64
3318;16.61
3319;16.07
3320;15.63
3321;15.04
3322;14.65
3323;14.32
3324;15.62
3325;15.17
3326;14.81
3327;16.95
3328;16.37
3329;15.91
3330;17.82
3331;20.78
3332;19.59
3333;19.67
3334;15.91
3335;15.95
3336;16.62
3337;16.66
3338;17.89
3339;17.94
3340;18.36
3341;18.42
3342;20.48
3343;22.42
3344;15.44
3345;15.47
3346;16.08
3347;16.11
3348;17.19
3349;17.23
3350;17.58
3351;17.63
3352;15.06
3353;15.09
3354;15.64
3355;15.67
3356;16.64
3357;16.68
3358;16.99
3359;17.03
3360;18.7
3361;18.77
3362;15.49
3363;15.53
3364;16.14
3365;16.17
3366;17.26
3367;17.31
3368;17.67
3369;17.72
3370;19.41
3371;20.87
3372;15.06
3373;15.09
3374;15.65
3375;15.68
3376;16.64
3377;16.69
3378;17.0
3379;17.04
3380;15.47
3381;15.5
3382;14.75
3383;15.22
3384;16.1
3385;16.14
3386;15.29
3387;15.83
3388;17.22
3389;17.27
3390;16.21
3391;16.87
3392;17.62
3393;17.67
3394;16.53
3395;17.24
3396;17.15
3397;17.2
3398;17.64
3399;18.57
3400;17.62
3401;17.68
3402;14.93
3403;14.96
3404;15.49
3405;15.52
3406;16.46
3407;16.49
3408;16.79
3409;16.83
3410;18.18
3411;19.23
3412;19.63
3413;21.17
3414;17.63
3415;14.93
3416;15.49
3417;16.46
3418;16.79
3419;14.55
3420;15.06
3421;15.93
3422;16.23
3423;14.22
3424;14.71
3425;15.51
3426;15.78
3427;19.02
3428;20.32
3429;15.65
3430;16.22
3431;16.32
3432;16.99
3433;17.5
3434;18.38
3435;17.92
3436;18.91
3437;21.28
3438;21.41
3439;15.21
3440;15.72
3441;15.81
3442;16.4
3443;16.85
3444;17.6
3445;17.21
3446;18.04
3447;14.84
3448;15.32
3449;15.39
3450;15.93
3451;16.33
3452;17.0
3453;16.66
3454;17.38
3455;18.23
3456;19.3
3457;15.26
3458;15.78
3459;15.86
3460;16.47
3461;16.92
3462;17.69
3463;17.29
3464;18.13
3465;20.03
3466;20.13
3467;14.85
3468;15.32
3469;15.4
3470;15.94
3471;16.34
3472;17.01
3473;16.67
3474;17.4
3475;15.23
3476;15.75
3477;14.97
3478;15.0
3479;15.83
3480;16.43
3481;15.53
3482;15.57
3483;16.88
3484;17.64
3485;16.51
3486;16.55
3487;17.25
3488;18.08
3489;16.85
3490;16.89
3491;16.81
3492;17.57
3493;18.05
3494;18.12
3495;17.25
3496;18.09
3497;14.72
3498;15.18
3499;15.25
3500;15.78
3501;16.16
3502;16.81
3503;16.48
3504;17.17
3505;18.64
3506;18.71
3507;20.28
3508;20.38
3509;18.03
3510;15.15
3511;15.75
3512;16.77
3513;17.13
3514;14.75
3515;15.29
3516;16.21
3517;16.53
3518;14.42
3519;14.92
3520;15.76
3521;16.05
3522;21.1
3523;16.52
3524;17.34
3525;18.87
3526;19.46
3527;22.26
3528;20.58
3529;15.99
3530;16.71
3531;18.01
3532;18.49
3533;15.56
3534;16.21
3535;17.36
3536;17.77
3537;19.9
3538;16.05
3539;16.78
3540;18.1
3541;18.6
3542;20.76
3543;19.5
3544;15.57
3545;16.22
3546;17.37
3547;17.78
3548;16.02
3549;15.19
3550;14.78
3551;16.74
3552;15.79
3553;15.33
3554;18.06
3555;16.82
3556;16.25
3557;18.54
3558;17.19
3559;16.57
3560;17.97
3561;18.51
3562;17.7
3563;18.54
3564;15.42
3565;16.05
3566;17.15
3567;17.54
3568;19.16
3569;18.24
3570;21.05
3571;19.71
3572;18.49
3573;15.39
3574;16.01
3575;17.11
3576;17.5
3577;14.97
3578;15.53
3579;16.51
3580;16.85
3581;14.62
3582;15.14
3583;16.03
3584;16.33
3585;23.24
3586;22.1
3587;19.2
3588;18.69
3589;19.95
3590;19.37
3591;21.33
3592;20.56
3593;21.85
3594;20.99
3595;26.75
3596;18.7
3597;18.25
3598;19.37
3599;18.85
3600;20.56
3601;19.9
3602;21.0
3603;20.27
3604;18.3
3605;17.88
3606;18.91
3607;18.43
3608;19.97
3609;19.38
3610;20.35
3611;19.71
3612;22.23
3613;21.3
3614;18.76
3615;18.3
3616;19.44
3617;18.91
3618;20.65
3619;19.97
3620;21.09
3621;20.35
3622;24.76
3623;18.3
3624;17.88
3625;18.92
3626;18.44
3627;19.98
3628;19.39
3629;20.36
3630;19.72
3631;18.73
3632;18.27
3633;18.47
3634;19.4
3635;18.88
3636;19.11
3637;20.6
3638;19.93
3639;20.22
3640;21.04
3641;20.31
3642;20.62
3643;20.53
3644;19.87
3645;22.09
3646;21.04
3647;20.31
3648;18.16
3649;17.75
3650;18.75
3651;18.29
3652;19.78
3653;19.21
3654;20.14
3655;19.53
3656;22.84
3657;25.13
3658;19.48
3659;16.88
3660;17.77
3661;20.16
3662;23.24
3663;18.48
3664;16.29
3665;17.06
3666;19.02
3667;17.68
3668;15.78
3669;16.46
3670;18.13
3671;21.23
3672;19.98
3673;18.61
3674;16.37
3675;17.16
3676;19.17
3677;21.43
3678;17.77
3679;15.84
3680;16.53
3681;18.23
3682;17.08
3683;15.37
3684;15.99
3685;17.47
3686;20.0
3687;21.32
3688;17.56
3689;15.69
3690;16.37
3691;17.99
3692;19.61
3693;16.88
3694;15.23
3695;15.83
3696;17.25
3697;16.3
3698;14.82
3699;15.37
3700;16.63
3701;17.92
3702;15.93
3703;16.64
3704;18.39
3705;17.84
3706;17.14
3707;16.6
3708;17.21
3709;15.46
3710;16.09
3711;17.6
3712;17.14
3713;16.53
3714;16.05
3715;17.51
3716;15.66
3717;16.33
3718;17.94
3719;19.54
3720;18.56
3721;17.83
3722;25.68
3723;20.03
3724;20.96
3725;22.76
3726;23.49
3727;23.83
3728;22.55
3729;19.44
3730;20.24
3731;21.73
3732;22.3
3733;18.97
3734;19.69
3735;20.98
3736;21.45
3737;24.05
3738;19.51
3739;20.32
3740;21.84
3741;22.43
3742;22.69
3743;21.67
3744;18.98
3745;19.7
3746;20.99
3747;21.47
3748;19.47
3749;20.28
3750;21.78
3751;22.36
3752;21.68
3753;20.83
3754;20.13
3755;22.36
3756;18.82
3757;19.51
3758;20.74
3759;21.19
3760;21.39
3761;20.6
3762;22.92
3763;21.85
3764;22.29
3765;18.78
3766;19.47
3767;20.69
3768;21.14
3769;18.33
3770;18.94
3771;20.02
3772;20.4
3773;17.95
3774;18.52
3775;19.49
3776;19.82
3777;20.37
3778;21.37
3779;24.34
3780;19.42
3781;20.21
3782;20.5
3783;21.53
3784;22.01
3785;19.58
3786;20.41
3787;22.62
3788;19.72
3789;20.57
3790;22.9
3791;18.88
3792;19.58
3793;19.16
3794;19.91
3795;21.84
3796;18.41
3797;19.04
3798;19.85
3799;20.73
3800;21.13
3801;19.04
3802;19.77
3803;21.62
3804;19.34
3805;20.12
3806;20.46
3807;18.61
3808;19.27
3809;20.89
3810;19.81
3811;20.68
3812;23.08
3813;18.96
3814;19.67
3815;19.92
3816;20.82
3817;21.23
3818;19.1
3819;19.84
3820;21.73
3821;19.23
3822;19.99
3823;21.96
3824;18.47
3825;19.11
3826;18.72
3827;19.4
3828;21.08
3829;18.04
3830;18.61
3831;19.35
3832;20.13
3833;20.47
3834;18.62
3835;19.27
3836;20.9
3837;19.88
3838;20.77
3839;21.18
3840;19.07
3841;19.8
3842;21.67
3843;18.73
3844;19.41
3845;21.09
3846;18.26
3847;18.87
3848;20.33
3849;17.85
3850;18.4
3851;19.7
3852;19.07
3853;19.81
3854;21.68
3855;18.34
3856;18.95
3857;19.17
3858;19.92
3859;20.25
3860;18.46
3861;19.1
3862;20.65
3863;18.57
3864;19.23
3865;20.83
3866;17.91
3867;18.47
3868;18.13
3869;18.72
3870;20.13
3871;17.52
3872;18.03
3873;19.33
3874;20.11
3875;22.15
3876;18.56
3877;19.21
3878;18.25
3879;18.86
3880;17.84
3881;18.39
3882;17.5
3883;18.01
3884;18.82
3885;19.51
3886;21.23
3887;18.12
3888;18.7
3889;17.84
3890;18.39
3891;17.46
3892;17.97
3893;17.15
3894;17.62
3895;19.04
3896;19.77
3897;21.62
3898;18.31
3899;18.92
3900;19.13
3901;19.88
3902;20.21
3903;18.43
3904;19.07
3905;20.6
3906;18.64
3907;19.31
3908;19.6
3909;18.01
3910;18.58
3911;19.94
3912;18.24
3913;18.85
3914;19.11
3915;17.66
3916;18.19
3917;19.42
3918;20.83
3919;17.58
3920;18.64
3921;18.98
3922;21.12
3923;19.27
3924;16.76
3925;17.62
3926;19.53
3927;16.9
3928;17.8
3929;18.07
3930;18.54
3931;16.32
3932;17.1
3933;17.34
3934;19.78
3935;18.34
3936;16.2
3937;16.95
3938;18.84
3939;17.64
3940;15.75
3941;16.43
3942;19.69
3943;16.99
3944;17.91
3945;18.2
3946;19.91
3947;18.44
3948;16.26
3949;17.03
3950;18.65
3951;16.39
3952;17.18
3953;17.42
3954;17.82
3955;15.87
3956;16.57
3957;16.78
3958;18.85
3959;17.65
3960;15.76
3961;16.44
3962;19.84
3963;18.38
3964;16.23
3965;16.99
3966;17.83
3967;15.87
3968;16.58
3969;17.12
3970;15.39
3971;16.02
3972;16.51
3973;14.97
3974;15.54
3975;18.39
3976;16.23
3977;16.99
3978;17.22
3979;18.55
3980;17.42
3981;15.6
3982;16.26
3983;17.59
3984;15.71
3985;16.39
3986;16.59
3987;16.92
3988;15.26
3989;15.86
3990;16.05
3991;18.83
3992;16.5
3993;17.31
3994;17.56
3995;17.09
3996;16.5
3997;16.02
3998;17.97
3999;15.96
4000;16.68
4001;16.9
4002;16.49
4003;15.97
4004;15.54
4005;18.33
4006;16.19
4007;16.95
4008;17.18
4009;18.49
4010;17.37
4011;15.57
4012;16.22
4013;17.7
4014;16.74
4015;15.13
4016;15.72
4017;17.09
4018;16.24
4019;14.77
4020;15.31
4021;17.8
4022;18.92
4023;20.41
4024;16.76
4025;17.63
4026;17.94
4027;19.1
4028;18.44
4029;16.94
4030;17.84
4031;18.97
4032;17.09
4033;18.03
4034;19.21
4035;16.19
4036;16.94
4037;16.49
4038;17.3
4039;18.28
4040;15.69
4041;16.36
4042;17.23
4043;18.2
4044;17.65
4045;16.36
4046;17.14
4047;18.09
4048;16.67
4049;17.52
4050;17.04
4051;15.89
4052;16.6
4053;17.43
4054;17.18
4055;18.14
4056;19.37
4057;16.26
4058;17.03
4059;17.31
4060;18.3
4061;17.74
4062;16.42
4063;17.22
4064;18.19
4065;16.56
4066;17.38
4067;18.39
4068;15.74
4069;16.43
4070;16.02
4071;16.74
4072;17.6
4073;15.29
4074;15.9
4075;16.68
4076;17.53
4077;17.05
4078;15.9
4079;16.61
4080;17.44
4081;17.27
4082;18.25
4083;17.69
4084;16.39
4085;17.18
4086;18.14
4087;16.02
4088;16.75
4089;17.61
4090;15.53
4091;16.18
4092;16.93
4093;15.09
4094;15.67
4095;16.34
4096;16.39
4097;17.18
4098;18.14
4099;15.6
4100;16.26
4101;16.49
4102;17.31
4103;16.85
4104;15.74
4105;16.42
4106;17.22
4107;15.86
4108;16.55
4109;17.38
4110;15.15
4111;15.74
4112;15.39
4113;16.01
4114;16.74
4115;14.74
4116;15.29
4117;16.67
4118;17.51
4119;18.56
4120;15.84
4121;16.53
4122;15.51
4123;16.16
4124;15.08
4125;15.67
4126;14.72
4127;15.26
4128;16.12
4129;16.86
4130;17.74
4131;15.37
4132;16.0
4133;15.08
4134;15.66
4135;14.68
4136;15.22
4137;14.35
